Country,Country_Code,Year,adult_literacy_rate,youth_literacy_male,youth_literacy_female,Region,illiteracy_rate,literacy_rate,gdp_per_capita,world_region,avg_years_schooling,Illiteracy_%,Literacy_Gender_Gap,GDP_per_Schooling_Year,Education_Index,Youth_Literacy_Average,Literacy_Growth_Rate
Albania,ALB,2023.0,97.68,98.92,99.21,Europe,2.3199997,97.68,20481.035,Europe,3.81328678151149,2.3199997,0.28999999999999204,5370.966353566998,50.74664339075575,99.065,-1.1299999999999955
Algeria,DZA,2002.0,69.87,94.06,86.13,Africa,30.129997,69.87,12213.126,Africa,3.81328678151149,30.129997,7.930000000000007,3202.7819305945377,36.84164339075575,90.095,0.0
Algeria,DZA,2006.0,72.65,94.38,89.14,Africa,27.349998,72.65,13920.694,Africa,3.81328678151149,27.349998,5.239999999999995,3650.5762082971873,38.23164339075575,91.75999999999999,2.780000000000001
Algeria,DZA,2008.0,75.14,95.75,91.74,Africa,24.86,75.14,14206.776,Africa,3.81328678151149,24.86,4.010000000000005,3725.5986276407975,39.47664339075575,93.745,2.489999999999995
Algeria,DZA,2019.0,78.6647677888707,89.95973058304064,97.99,Africa,21.323384163270195,78.67661578438866,15199.199,Africa,3.81328678151149,21.323384163270195,8.030269416959356,3985.852591442237,41.244951282950076,93.97486529152032,3.5366157843886583
Angola,AGO,2001.0,67.41,83.78,63.18,Africa,32.589996,67.41,6848.683,Africa,3.81328678151149,32.589996,20.6,1796.005229191117,35.611643390755745,73.48,0.0
Angola,AGO,2014.0,66.03,84.86,70.59,Africa,33.97,66.03,11721.664,Africa,3.81328678151149,33.97,14.269999999999996,3073.9004621503527,34.92164339075575,77.725,-1.3799999999999955
Angola,AGO,2015.0,66.24,83.97,67.43,Africa,33.760002,66.24,11392.906,Africa,3.81328678151149,33.760002,16.539999999999992,2987.686647444896,35.026643390755744,75.7,0.20999999999999375
Angola,AGO,2023.0,68.18,87.79,73.41,Africa,31.82,68.18,8788.261,Africa,3.81328678151149,31.82,14.38000000000001,2304.6420328545437,35.99664339075575,80.6,1.940000000000012
Antigua and Barbuda,ATG,2001.0,98.95,89.95973058304064,85.14226800772573,Unknown,1.050003,98.95,24014.775,North America,3.81328678151149,1.050003,4.817462575314906,6297.657736217037,51.38164339075575,87.55099929538318,0.0
Argentina,ARG,1991.0,96.04,98.07,98.54,South America,3.959999,96.04,18295.61,South America,3.81328678151149,3.959999,0.4700000000000131,4797.858395729703,49.92664339075575,98.305,0.0
Argentina,ARG,2001.0,97.19,98.71,99.13,South America,2.8099976,97.19,21066.459,South America,3.81328678151149,2.8099976,0.4200000000000017,5524.4885074313215,50.501643390755746,98.91999999999999,1.1499999999999915
Argentina,ARG,2020.0,99.14,99.48,99.87,South America,0.8600006,99.14,23877.094,South America,9.86,0.8600006,0.39000000000000057,2421.6119675456393,54.5,99.67500000000001,1.9500000000000028
Armenia,ARM,2000.0,78.6647677888707,100.0,100.0,Asia,21.323384163270195,78.67661578438866,4589.0083,Asia,3.81328678151149,21.323384163270195,0.0,1203.4259584801105,41.244951282950076,100.0,0.0
